Label,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,Ratio_6,Ratio_7,Ratio_8,Ratio_9,Ratio_10
A,0.0634266546297922,0.05256682165634227,0.059775666087136116,0.08405959072587439,0.05494539584948956,0.037176109278745456,0.0498742483875102,0.04919260544400153,0.018021299350668492,0.0383155406680837
A,0.06343940922745459,0.055178756489092574,0.06174643527322101,0.08337442202322616,0.05619776608855221,0.03973002061506057,0.04973491481546264,0.04981693330571731,0.01896340590689024,0.038011345100533916
A,0.06364829549601653,0.05570518189657236,0.0627394654921773,0.08535618970029901,0.057680690282793705,0.040406051387939484,0.050886150592054195,0.05124664228957618,0.019772123030984,0.03947230470399062
A,0.06369454618252803,0.056176835512617075,0.06439382255039804,0.08670647806300219,0.056746107656725206,0.04109394694486786,0.05208452886069959,0.04933652935042232,0.021970708194350846,0.037471916339747474
A,0.06543816943276652,0.0549557019008909,0.06150941680561841,0.08282197352518551,0.057473548213598416,0.04073339149543175,0.04837324239943959,0.052655029259663116,0.020101481982336283,0.04075145735369097
A,0.06394144267432014,0.058566182901526244,0.06663244651402694,0.08881071837398381,0.05831777833319073,0.0431027096670809,0.05388313724987129,0.05108587598903556,0.02234196571272273,0.0377305041266378
A,0.06348230132970964,0.05402989490798074,0.062177459642070915,0.08596926711086048,0.05524676519188081,0.03986137419982387,0.052138706758372365,0.05039924958462307,0.020500438725688273,0.03829605428949265
A,0.06336012752432392,0.054283642384355464,0.062489362212967144,0.0854688643914495,0.054921310184470204,0.039294490998044045,0.050546719840106114,0.04965729088928702,0.018754583882672034,0.037498147020336894
A,0.06450465959993813,0.05452535241782917,0.061827589131556095,0.08507751170983512,0.05514903317380654,0.038557904428772445,0.05071733880080753,0.04857768564554972,0.019221006696843745,0.037107598958007866
A,0.06540318186483002,0.056438210851222026,0.06384482339705556,0.0858119282498382,0.05764949438589918,0.04153744043881938,0.051357681118446845,0.05062291270899594,0.02129568520864248,0.03717399544258841
A,0.06513445743454535,0.05533698064353403,0.06288840542714765,0.08516051164208079,0.05703874949303706,0.04142257281893138,0.051327941303806066,0.05186419600818812,0.02101798358638329,0.0385023711719364
A,0.06397387087540457,0.055373347592570676,0.06365900026846968,0.0872969381289633,0.05504053091102856,0.03993413817215616,0.05284953438956217,0.04812872956025058,0.02133291607171078,0.03439146777810121
A,0.0629797932837906,0.05563985349710339,0.06025046721661172,0.08385124466518715,0.05825866423022025,0.03882489246451677,0.050336525636384084,0.050201085315096816,0.018995278492967733,0.03792087286722189
A,0.06335085685936033,0.05318559167867384,0.06203683396073288,0.08509953645889856,0.05362912508379356,0.03903174353181779,0.05099968008674599,0.0482817029404385,0.020422012516201862,0.0364940616175475
A,0.061524347512916085,0.05442201990509148,0.0633304197453998,0.08706572863172102,0.055020446745038774,0.03977554120552336,0.05234458251637352,0.04875155960606681,0.02041979666211751,0.035766108487679915
A,0.06362604873590426,0.05508354299832598,0.062414135480630475,0.0831459259706414,0.05743075889377925,0.0418148738711104,0.048819078732977146,0.05275937323451876,0.01962820176574279,0.03908116282210604
